Stars,Review Text,Review Date,Review Helpful,Random,Sentiment Lael,Sentiment Score
2.0 out of 5 stars,"First time out, the sliding mechanism to attach the light to the bike failed after a block and I lost my light under a car. I noticed that it seemed fairly flimsy but was hoping that the physics of the heavy light and the rubbery holder would somehow work out. It did not. Very disappointed. The light was otherwise bright.","Reviewed in the United States on March 7, 2020",No Data,1,POSITIVE,0.9875961542129517
4.0 out of 5 stars,"I use a much brighter light with better build quality (and more expensive, too) as my main light, but use this one as a backup and sometimes move it to my endurance road bike which I only ride in daylight without rain. This light does well in that role.","Reviewed in the United States on February 2, 2020",One person found this helpful,1,POSITIVE,0.9871931672096252
5.0 out of 5 stars,"Got this for my son's bike. He rides in the dark out in the countryside. It is bright! It looks like a car headlight. It is easy to mount, my 10-year-old did it himself. The charge also lasts a super long time. He had it on every night for a month and it never dimmed. Great buy, lit up those dirt roads really well.","Reviewed in the United States on August 5, 2021",One person found this helpful,1,POSITIVE,0.9936152696609497
5.0 out of 5 stars,both the front and back lights are super easy to install on my road bike.  They are replacing an older light that I had that was damaged when moving the bike on our carrier.  These lights will be very easy to remove when caring the bike if I need to remove them.  Really like the set and were very reasonably priced.,"Reviewed in the United States on December 10, 2020",No Data,1,POSITIVE,0.9877204298973083
5.0 out of 5 stars,The taillight worked for my entire 30 mile bike ride and it recharges fast. Not sure how long the headlight will last but it is very bright and is all I need for night riding. Both are super easy to put on and they stay put.,"Reviewed in the United States on August 25, 2020",One person found this helpful,1,POSITIVE,0.9892674088478088
5.0 out of 5 stars,Bought one and liked it so much I bought another one for my spouse.  Brighter than I expected it would be.  When flashing I see traffic signs 1/4 mile ahead flashing from the light.  The lights are very bright for their size and install really easy.  Stay secure on the bike and don't move but can be easily repositioned.,"Reviewed in the United States on October 23, 2020",No Data,1,POSITIVE,0.9875583648681641
5.0 out of 5 stars,"I was looking at a system that costs $130 and decided to try this one and go from there.for me, this one is perfect. the battery lasts plenty long enough between charges, and it's bright enough for me to see. I mostly wanted to ""be seen"" and it's plenty good for that.I'm happy I bought this one.","Reviewed in the United States on April 7, 2021",No Data,1,POSITIVE,0.9920486807823181
4.0 out of 5 stars,"Lights are easy to mount and fairly bright.  I use them primarily during daylight hours to hopefully be seen when drivers look up from their cell phone.  The lights have a 2 blinking options, which is a plus when it comes to distracted drivers.","Reviewed in the United States on October 24, 2021",One person found this helpful,1,POSITIVE,0.9911529421806335
5.0 out of 5 stars,"This product is absolutely awesome at the price point. I am a daily commuter cyclist and purchased a set of these 4 months back. I have since bought a second set to keep fully charged in my bike bag to switch out when my other set is running low. At $24 for two sets of rechargeable lights, that’s still cheaper than the majority of other bicycle lights out there.These lights hold up in the rain, snow, and ice. They hold their brightness pretty much right up until they die. I’ve bought many bicycle lights before at much higher prices. I’d buy this convo again and again and again. It’s that good.","Reviewed in the United States on December 5, 2019",No Data,1,POSITIVE,0.9917369484901428
1.0 out of 5 stars,"The material looks great and it comes with the headlamp, a tail lamp, mounting brackets for front and back light, and two USB cables for charging it.The unit that I purchased did not turn on, even thought the green full-charge light indicates the unit has a complete charge.I will recommend buying another model from Amazon, but not this one.","Reviewed in the United States on March 21, 2021",No Data,1,POSITIVE,0.9914702773094177
5.0 out of 5 stars,"THIS IS A GREAT BUY, VERY BRIGHT WHEN RIDING DOWN A DARK BUSY ROAD, I CAN SEE THE TAIL LIGHT FLASHER BEHIND ME ON SIGNS AS I PASS THEM. HEADLIGHT IS SUPER BRIGHT, ALL MOUNTING IS EASY, AND SECURE, REMOVAL FOR CHARGING IS SUPER EASY, BATTER LASTS FOR DAYS ON ONE CHARGE, AND THAT'S WITH 20 MINUTES OF CONSTANT ON. EACH DAY","Reviewed in the United States on October 15, 2019",No Data,1,POSITIVE,0.990875244140625
1.0 out of 5 stars,"Bright, long life. Durable. Awesome mounting! Nice case. But ... white light quit within 10 uses. Contacted seller we'll see how it goes.","Reviewed in the United States on October 12, 2019",6 people found this helpful,1,POSITIVE,0.990996241569519
5.0 out of 5 stars,"Great product, I like that there is no need for batteries, just recharge and go, easy to take off and recharge without having to take off the mounting hardware (which is just a rubberized belt like attachment). My kids like to ride bikes after dark so it's comforting to know they are safer, also super bright!","Reviewed in the United States on April 1, 2021",No Data,1,POSITIVE,0.9930372834205627
1.0 out of 5 stars,Nice light but it only lasted for about 2 months with only sporadic usage. Charged it after each use and seemed fine. But it won’t turn on any more nor take a charge. Bummed.,"Reviewed in the United States on October 26, 2020",One person found this helpful,1,POSITIVE,0.9861141443252563
5.0 out of 5 stars,Needed a headlight and taillight for our bike that pulls our dog trailer. Took a chance on this one and I am very pleased with it. It's super-bright and was easy to install. Don't know how long the batteries will last but I expect they will last long enough for a 1 hour ride. I usually recharge after each ride and this set uses USB charging as all other similar lights do.,"Reviewed in the United States on May 30, 2020",No Data,1,POSITIVE,0.9855815768241882
5.0 out of 5 stars,Great product. I decided to add a light to my bicycle to get in early morning rides. I feel confident that I can see what’s in front of me and that I am visible to drivers. Design is easy to install with the only drawback in the flexible front strap which mean your beam might rise or fall some while riding.,"Reviewed in the United States on September 19, 2020",No Data,1,POSITIVE,0.989041268825531
5.0 out of 5 stars,First off these lights are perfect for riding day or night. They're very bright and installation is so simple. What I liked about these lights were that they can detach with no tools needed. They're definitely recommended if you're looking for a light with settings to dim the brightness and flash patterns.,"Reviewed in the United States on October 1, 2021",No Data,1,POSITIVE,0.9923833012580872
5.0 out of 5 stars,"I like this product. The front lamp is very beefy and appears to be well made. I don't ride at night so I can't attest to how bright it is in the dark, or how it would light up your path. I purchased these lights to be seen by motorists in the daylight, and they are very visible. I like the rechargeable feature and the fact that they are easily removed. I would buy again.","Reviewed in the United States on May 25, 2020",No Data,1,POSITIVE,0.987073540687561
2.0 out of 5 stars,So far so good. Easy to install. Seems to hold on without much vibration.  Haven't used it much so if it doesn't work out I will update.  The lights seem bright.*update*it stopped working after the first charge.. became very dim. Back light is great but I need a good headlight. I am returning.,"Reviewed in the United States on April 18, 2020",No Data,1,POSITIVE,0.9878700375556946
2.0 out of 5 stars,"I got this light because I was tired of using batteries and I liked the idea of recharging.  The back light is fine and I can get 4-5 3 hour rides out of that before recharging.  The front lamp is a different story.  When I first got it I was getting 5-6 hours, then I started getting 1 ride of 3 or so hours.  Now it is dying in the middle of the ride right after a fresh charge.  I have only used it 5-6 times.....  I usually use it on blinking mode.  So in my opinion the headlight part is now a brick.  Unfortunately I am past the return window.","Reviewed in the United States on May 24, 2021",No Data,1,POSITIVE,0.9919409155845642
4.0 out of 5 stars,"bought two of these for my son and I, I feel much better going out for a bike ride at dusk having these lights on the bikes. they have several modes that allow drivers to see you . also helps the rider keep an eye out for objects in the road.  wish it had the option to charge a phone like another light that I saw on amazon but very happy with purchase.","Reviewed in the United States on August 25, 2020",No Data,1,POSITIVE,0.9892674088478088
5.0 out of 5 stars,"Its crazy how bright this thing is. Looks nice and solid construction. Its your typical rubber mount system, which isn't a dig- its just really convenient how easy and adjustable it is to mount. It has several different mods from supernova beam, to a little calmer to blinking (2x). I highly recommend.","Reviewed in the United States on March 31, 2021",No Data,1,POSITIVE,0.9913603663444519
5.0 out of 5 stars,I was looking for lights to add to my snowblower that weren’t going to cost me a lot of money or involve a lot of work installing when I came across these.Very easy to mount using the straps and the lights are super bright..... possibly to bright for my needs but this deal can’t be beat.,"Reviewed in the United States on March 11, 2021",No Data,1,POSITIVE,0.992767333984375
5.0 out of 5 stars,"Bought 2 of these for my kids bikes. Really like that they double as a flashlight when they want. Great lights, great value!Update: 1 of the headlights would not take a charge after sitting for a few months over the winter. Emailed the seller, they responded the next day and sent me a code so I could order a replacement at no cost.","Reviewed in the United States on October 30, 2020",No Data,1,POSITIVE,0.9853796362876892
3.0 out of 5 stars,"Bought 2, 1 rear light showed up broken. Came with charging cable, quick mounting hardware and front and back lights. No wall plug included so I used my kindle charger. My 11 yo was able to put them on his bike and can turn them on and off easily. The front is _very_ bright and the reflector isn’t well focused, so it blinds traffic. If you’ve ever been driving and seen those blinding, flashing bike lights that make it hard to track a bike but impossible to miss, this is one of those. 2 stars because it’s easy to mount and came charged and ready for use. I wouldn’t buy it again and I’m looking for a safer replacement for our bikes.","Reviewed in the United States on October 18, 2019",No Data,1,POSITIVE,0.9908933639526367
1.0 out of 5 stars,Lots of cheap no name Chinese Products look good and work good.  This one don't.  The only problems you can expect are with the switch and the battery.  Brightness is good when it is working.,"Reviewed in the United States on December 9, 2020",One person found this helpful,1,POSITIVE,0.9884514808654785
5.0 out of 5 stars,After buying and returning multiple tail lights I finally found a set that works really well for my Elliptigo 8C. Quite the challenge but finally successful. This appears to be made well. Thanks!! Good bright lighting on both tail light and headlight. Sturdy attachment and USB recharge for both.,"Reviewed in the United States on June 24, 2021",No Data,1,POSITIVE,0.993312656879425
5.0 out of 5 stars,Cateye is the brand to beat. Good quality decent price.Are they 3x as good as this one?Not at all.Bright and easily mounted. The rubber band keeps things nice and tight.The strobe modes keep me nice and visible at night.I’d buy this again in a heartbeat,"Reviewed in the United States on May 8, 2021",No Data,1,POSITIVE,0.9929332733154297
1.0 out of 5 stars,"I purchased one of these and the headlight is super bright. I loved it. Then it just fell off as I was riding and I didn't realize it because it was daytime and it was turned off. The light slides off so you can charge it, but it slides off as you're riding. I purchased another one because I thought it was my fault. Wrong. I brought my bike in the house after a morning ride and noticed it was missing. The tail light stays on, but the headlight slides off and if you have your headphones in, you can't hear it fall. DO NOT BUY.","Reviewed in the United States on August 7, 2020",One person found this helpful,1,POSITIVE,0.9892033934593201
5.0 out of 5 stars,"Great for the price, bought 2 sets for the price of 1 light at walmart.  Store light was $27 @ only 100 lumens and these are $15 @ 400 lumens each.  Super bright when I ride to work in the dark @ 530am","Reviewed in the United States on March 31, 2020",One person found this helpful,1,POSITIVE,0.9860091805458069
5.0 out of 5 stars,"There are quite a few times when a customer orders something that customer takes a chance.  I've seen the 1 level ratings.  I give it 5, why you ask?  I ride with my family 3-5 times a week.  Are they long, not really, getting there though.  I have put on and taken off, recharged and not charged this product.  If you are someone that is not a committed hard bike riding then this is for you.  The light, both front and back, have worked without error.  I would definitely say get this product.","Reviewed in the United States on May 14, 2020",No Data,1,POSITIVE,0.9873399138450623
5.0 out of 5 stars,"I ordered this for my niece who like to ride the bike to work for exercise, but it is dark when she gets off work.  Adding the light helps motorists to be able to see her better when driving near the roadways.  I also ordered multi-color lights for both wheels to make sure she is well seen.","Reviewed in the United States on March 20, 2021",No Data,1,POSITIVE,0.991519033908844
5.0 out of 5 stars,"Delivers a fairly bright product at a reasonable price, compared to the other products I was looking at.  The brand name lights are really expensive and I rarely use it except for occasional nighttime biking, so the price point was around what I wanted to pay.  I haven’t tried the rear light yet, but also seems bright enough if I do decide to use it in the future.","Reviewed in the United States on January 18, 2020",No Data,1,POSITIVE,0.983984649181366
4.0 out of 5 stars,"Products arrived fast and on time.  Bought these as stocking stuffers for my three teenagers.  Can't wait to start using them.  We live in Texas where it gets pretty hot, so we often bike in the evening.  These lights will help me feel safer when they head out in the evening on their bikes.","Reviewed in the United States on October 23, 2020",No Data,1,POSITIVE,0.9875583648681641
5.0 out of 5 stars,I used the headlight for the first time the day after I got it and charged it all the way.  It was easy to attach to the ride share bikes I use and just as easy to remove  Since this is just a strap that goes around the handlebars it was very easy.  I haven't used the tail light yet since the bikes come with flashing rear lights like my helmet but i may try it soon just to see how easy to attach the tail light is.  All in all a great purchase so far!,"Reviewed in the United States on October 22, 2020",No Data,1,POSITIVE,0.985949695110321
5.0 out of 5 stars,"I love this light set!  The headlight is extremely bright on the full power setting, and even after several hours of riding I haven't had to charge the battery.  The taillight is also very bright and works really well.  The rubberized mounting straps securely hold the lights in place.  A great light set, especially at this price.","Reviewed in the United States on November 10, 2021",No Data,1,POSITIVE,0.9917590022087097
5.0 out of 5 stars,"As these are super easy to clip off the strap to recharge, I zip tied the rubber mount portion to the plate bracket one bike and the seat bag the other. Cheaper no suspension ebike on gravel an issue front light but a bit of glue or zip tie should hold it level too. Mainly rechargable, ez to unclip and where bicycles are as rare as pink elephants it is best 2B seen day or night. 10 hours of eco flash but that is pretty standard. As the ebike battery is good for less, just charge it all at once and be safe next ride.","Reviewed in the United States on July 30, 2020",No Data,1,POSITIVE,0.9867666363716125
5.0 out of 5 stars,"I can't recommend this enough. My old bike light was so dim, but this set is a WHOLE NEW WORLD! The brightness is exactly what I wanted. Honestly, it's the brightest bike light I've ever seen. I feel so much safer with this on my bike. Super easy to install. I live in a relatively safe area so I'm not worried about them being stolen. The only drawback might be is that they do not lock onto the bike so they can be stolen easily.","Reviewed in the United States on March 12, 2021",No Data,1,POSITIVE,0.9924200177192688
4.0 out of 5 stars,"I have 4 of this lights, and they are great! One day I realized that one of rear lights isn't charged. I charged it over night and then it's blinking, but after some time it's just loosing the charge and not working anymore. All other 7 lights (4 front and 3 rear) are working just fine.","Reviewed in the United States on April 11, 2021",No Data,1,POSITIVE,0.9927676916122437
5.0 out of 5 stars,"This product is very easy to install and works on a lot of handle bars. The back light is very bright and can be seen during day time rides. The front light is also very bright and illuminates the path ahead. With the different modes, they make you noticeable to other riders and cars. These components don't take very long to charge and when charged they last me a few 15-30 minute rides.  The only slight issues is that the front light mount has to be tighten securely so that the light doesn't move. Other than that, it is an amazing product!","Reviewed in the United States on August 15, 2019",No Data,1,POSITIVE,0.9924812316894531
5.0 out of 5 stars,BY FAR ONE OF THE BEST LIGHTS SETS FOR MY BIKE!! BOTH FRONT AND REAR ARE CLEAR BRIGHT AND WATER PROOF.  RODE IN THE RAIN FOR 4 HOURS AND NO ISSUES WITH WATER. LONG LASTING LITHIUM USB C CHARGER CABLE IS EASY TO RECHARGE THEM.  THE PRICE IS 17 BUCKS !! HIGHLY RECOMMEND  FOR ANYONE ON THE ROAD !!,"Reviewed in the United States on November 8, 2021",No Data,1,POSITIVE,0.9922086000442505
5.0 out of 5 stars,"These are perfect and a must for bike riders. I purchased 4 of these for my families bikes we tend to take evening rides and it gets dark. These are perfect and very bright! Super easy to mount and are rechargeable, so you don't have to worry about how many batteries you're going to go through.","Reviewed in the United States on January 15, 2021",No Data,1,POSITIVE,0.9892088770866394
4.0 out of 5 stars,"Light works great, very bright.  I ride my bike every morning at 500:AM when its dark and I feel safe.Only thing I don't like is that you have to charge it about every 5 hours.","Reviewed in the United States on July 20, 2019",One person found this helpful,1,POSITIVE,0.9913767576217651
5.0 out of 5 stars,So so easy to install and they are very bright and they last a long time before recharging.  I've been bike riding 4 times now and still have not charged them.  I just want to see how long (hours) they will last before I have to recharge.  I definitely recommend this product.....,"Reviewed in the United States on October 18, 2020",No Data,1,POSITIVE,0.9871881008148193
5.0 out of 5 stars,I really like these lights.  The front light is extremely bright and the red light for the rear can be seen for a long way off.  I like the fact that they are rechargeable too.  The batteries last plenty long enough.  It comes in a really nice and sturdy box with the proper charging cables.  I highly recommend these for bicycles.,"Reviewed in the United States on December 31, 2019",No Data,1,POSITIVE,0.9914006590843201
1.0 out of 5 stars,"Very disappointed with this light. It died on me in the middle of a night ride. I thought maybe I didn't charge it long enough. On another day, I took it out on a full charge. I only turned it on to alert oncoming traffic and in really dark areas, so it wasn't continuously on. The light died on me still and I was only out riding for 30 minutes. The battery life is trash!! Now, I have to buy another light.","Reviewed in the United States on December 14, 2020",One person found this helpful,1,POSITIVE,0.9876682162284851
5.0 out of 5 stars,"There are brighter front lights out there if that is your top priority, but you pay the tradeoff of larger size or reduced battery life. I like this one for general MTB use. Easy USB recharge for both front and rear. I have used them several times, gotten them all muddy and then cleaned them off with a hose... everything still works","Reviewed in the United States on January 4, 2021",No Data,1,POSITIVE,0.9896089434623718
4.0 out of 5 stars,I purchased two sets of these lights as gifts for others. They are well packaged and include USB charging cables in the box. The included mounts are sturdy and easy to install as well. The recipients loved the lights and have used them multiple times and rave about them. I would certainly get these again for my own bicycle as an inexpensive option for commuting and riding around in general.,"Reviewed in the United States on October 26, 2020",No Data,1,POSITIVE,0.9861141443252563
1.0 out of 5 stars,The rubber strap holding the front light to the handlebar broke off in the 2nd day of usage.  If Ascher sends me 2 replacement rubber straps within a month I'll upgrade this a star.,"Reviewed in the United States on October 20, 2019",2 people found this helpful,1,POSITIVE,0.990679919719696
5.0 out of 5 stars,"This light set is great. The headlight is brighter than expected, has great range, and is easy to mount. The taillight is also quite bright, and is a little trickier to attach and remove, but not bad. The recharging feature is convenient and lasts a good while. I'd buy this again.","Reviewed in the United States on October 23, 2019",No Data,1,POSITIVE,0.9910234212875366
5.0 out of 5 stars,"Very bright, great for night riding so you can see where you're going and be seen.  I've blinded many hikers as I passed by, some even asking if it was a bike.  They must have thought it was something motorized, since the light was so bright.  Nice that it's rechargeable by USB.","Reviewed in the United States on May 1, 2021",No Data,1,POSITIVE,0.9936767220497131
1.0 out of 5 stars,"Front white light works fine but the rear red light turns off after about 30 minutes. I’ve tried charging it completely the night before but it consistently runs for the same 30 minutes. If I turn it back on after it shuts off, it will run for the same amount of time. It took me too long to figure out and couldn’t return it in time.","Reviewed in the United States on November 11, 2019",2 people found this helpful,1,POSITIVE,0.9912846088409424
5.0 out of 5 stars,"Exceeds Expectations with the build, durability and lumen it provides day or night.Don’t waste your money on overpriced brands, the lighting system exceeds or is at least on-par with the high priced lighting.Give it a try, you will not be disappointed!","Reviewed in the United States on September 14, 2021",No Data,1,POSITIVE,0.9921872615814209
5.0 out of 5 stars,"A lot of manufacturers claim their lights are bright. But this is by far the only set I have found to be true to what is advertised. The fact that I have to redirect the front light down or dim it to avoid blinding drivers makes this product well worth the money. The fact that this set is indeed easy to install, is a added bonus. Especially with the band that sits on the handles themself can attach/detach from the lights for charging. Don't have to hope the band is strong enough to withstand constant stretching for removal.","Reviewed in the United States on October 14, 2020",No Data,1,POSITIVE,0.9868818521499634
1.0 out of 5 stars,I had to write a review to warn others. Broke after using 2 times! Super disappointing. I can’t return since it’s a few days past the return slot. It was clipped in and mounted on the bike very securely  and in the middle of the bike ride the light part just fell off and then wouldn’t work again. DO NOT BUY!,"Reviewed in the United States on March 23, 2021",No Data,1,POSITIVE,0.9922035932540894
4.0 out of 5 stars,I really like these lights.  They work well for making me visible to others and also the front light helps you to see when it's getting dark unexpectedly.  The only issue I've had is the buttons sunk in to where it makes them kind of hard to push but I just press harder or use a key or something to get the light working.  The USB charging is definitely nice because you can take a portable charger with you and not worry about being left in the dark!,"Reviewed in the United States on November 20, 2020",No Data,1,POSITIVE,0.9873449206352234
2.0 out of 5 stars,"6-18: UPDATE: stopped charging 8 months in. It's trash now. I did like it up to the point. Not buying the same one though.I like the light, I get 2-3 hrs out of the battery which is fine but I do have a problem with the mount. The light sometimes falls out mid-ride. So I'll have to tape the light to the mount and remove it with the strap. Not ideal. Price is right though...","Reviewed in the United States on December 9, 2020",No Data,1,POSITIVE,0.9884514808654785
5.0 out of 5 stars,"The light works great! Very bright and I love the flashing modes especially for the rear taillight fast or slow your choice, slow seems to prolong battery life. Easy to install. Easy to charge with any common charger.If you buy this I don’t think you’ll be disappointed.","Reviewed in the United States on April 17, 2020",No Data,1,POSITIVE,0.9873807430267334
5.0 out of 5 stars,"This is my 5th one of this set.  one set's front light went bad. I did some testing and let the seller know.  I got a replacement promptly, Thank You!  It's the service that matters after the product is sold.  All are still working great after 1 plus year on all bikes.","Reviewed in the United States on November 17, 2020",No Data,1,POSITIVE,0.9867368340492249
5.0 out of 5 stars,"My daily commute is 23 miles round trip, and during the winter months my lights are used every day both going into work (I'm an early bird) and coming home.  While the mounting system for the front light could be more secure (it sometimes moves when I hit bumps), overall I've been totally satisfied with both the amount of light and the reliability of this product.","Reviewed in the United States on December 1, 2021",No Data,1,POSITIVE,0.9924367070198059
2.0 out of 5 stars,"These lights have enough brightness for you to be seen - I ran them in strobe mode at night and had no issues with people not seeing me on the road. Not crazy bright in case you're thinking of mountain biking at night in the woods. The rear was a sleek design as well. Unfortunately after 10 months both lights have stopped working, and I would suspect water damage. One only turns on when plugged into the wall. I'd like some support from the seller, it would be nice to repair this or troubleshoot them. sucks to have to go shopping for a new light every year.","Reviewed in the United States on September 29, 2021",No Data,1,POSITIVE,0.992016077041626
2.0 out of 5 stars,"Back light works great, but the front light only stays on for about 20 minutes.  At first, I thought I hadn't charged it, so for my next ride, I made sure it was fully charged just before leaving the house.  It did not stay on for more than 15 minutes.  :(  I guess I got a lemon, will not take a chance on purchasing another like this one.","Reviewed in the United States on June 8, 2020",No Data,1,POSITIVE,0.9898375272750854
5.0 out of 5 stars,"I love this product. The light is VERY BRIGHT and has different settings (which I like). The red light in the back is also very bright and has different settings. Going over bumps does not shift the white light at all. All in all, no complaints with this product. Would definitely buy again for friends or family members that ride or even run. It's multi-useful.","Reviewed in the United States on October 25, 2020",No Data,1,POSITIVE,0.9868597388267517
5.0 out of 5 stars,"I'm very pleased with this light set. The headlight is a lot brighter than I expected, good for actually seeing at night as well as being seen. Easy to mount. Seems like good quality. I've had a few different light sets of different brands. This one is best so far.","Reviewed in the United States on April 25, 2021",No Data,1,POSITIVE,0.9919120073318481
5.0 out of 5 stars,"Top notch purchase!  I'm so pleased with the lumens, the mounting system and the rechargability of this product.  The lumens on the front light are super bright; rubber strap attachment for mounting system are secure, simple, quick and easy!  I previously had to leave my weekly outdoor music venue just as the sun set, to get home ""safely"", but can now ride home, confidently, in the dark of night.  100% pleased with Amazon's suggestion on this ""Best Seller""","Reviewed in the United States on September 11, 2021",No Data,1,POSITIVE,0.9932644367218018
5.0 out of 5 stars,"This item is impressive. The lights are easy to attach and they are super BRIGHT. I love that they are rechargeable.  Definitely makes me feel a little safer and be a little more lenient when my son rides his bike at night. This is a great purchase. I did my research and I'm glad I went with this one. Spent a little more but it was worth it. I was/am nervous about the straps, many comments on that. They seem sturdy, I hope they last long. We'll see. Happy with my purchase.","Reviewed in the United States on March 28, 2021",No Data,1,POSITIVE,0.9905434250831604
5.0 out of 5 stars,"I have had a couple of much more expensive lighting systems and don’t feel like they are made any better than these lights, I have used them in overcast days at the Oregon coast and find they seem to be bright enough to feel safeIt’s my first set of rechargeable lights, hopefully this works out as well","Reviewed in the United States on July 4, 2021",No Data,1,POSITIVE,0.9923525452613831
5.0 out of 5 stars,Bought for teenage daughters bike.  I was impressed by how bright the full power mode appeared.  The four different modes allow much flexibility.  I enjoy the recharge ability.  Detaching from handle bar mount takes practice.  Hope rubber mounts last a few years.,"Reviewed in the United States on March 28, 2021",No Data,1,POSITIVE,0.9905434250831604
1.0 out of 5 stars,"Updated review.. I bought this light set in January and it worked well for a few months,, It was a very bright light but the battery died inside 10 months. Won't take a charge at all anymore.It started slow needing longer and longer to charge the battery only for it to last 15 minutes. But now it won't take a charge at all.Didn't last a year. Save yourself the hassle and buy something better.","Reviewed in the United States on November 8, 2021",No Data,1,POSITIVE,0.9922086000442505
2.0 out of 5 stars,I did not notice until I use this fully at night that it's battery like does not last long like my friend's. My friend bought the same thing and his battery life longer than mine. We ride together couple times for a week. His light goes on while mine is dying with the same full charge. I think mine is defect but I cannot exchanged it now. Check your battery right after you purchase it.,"Reviewed in the United States on July 29, 2021",One person found this helpful,1,POSITIVE,0.9918721318244934
1.0 out of 5 stars,"I purchased the Asher Ultra Bright USB Rechargeable Bike Light Set through Amazon Prime on September 7, 2020.  It comes with an 18 month warranty and for the first couple of months worked fine, no problems.  But in February (6 months after purchase) the light would not recharge.  As per instructions in the  User Manual I sent an email to : kate.brigen@gmail.con and explained the problem.  I received no response to my email and then I followed up with a second email and again received no response.  I then contacted Amazon directly and they sent a prepaid shipping label and I returned the light.  I did not receive a full refund initially, but when I called Amazon they issued an additional credit and I was refunded in full.  Amazon made it right, however I will never purchase another Ascher LED Bike Light Set.  I am very disappointed and upset with Ascher for not responding to either of my emails as instructed to do so via the user manual.  Save yourself a headache and time on the phone, DO NOT purchase this product!","Reviewed in the United States on April 2, 2021",3 people found this helpful,1,POSITIVE,0.9920404553413391
4.0 out of 5 stars,"Your browser does not support HTML5 video.
        


   Pros:Very bright light. We were going on a bike trail and chanced upon some guys with T-shirts from the local expensive bike shop. One of them said to the other as he saw the bright front light, ""not your amazon quality"". I laughed because it was from amazon :)This light shines brighter than the regular brands. see videoI also love that it is USB rechargeable. No worrying about how many batteries it uses.Cons: Over the past year, I have had 4 rear lights and 2 front lights. The rear lights fall off easily because the rubber clip is not secure. I lost two rear lights very quickly. I was attaching them to my bike helmet and backpack to be seen at night, riding to the train station or walking home from the train station.I recently started using the front lights. On the 3rd bike ride, my son fell off his bike and the plastic clip for the front light broke off. See picture.UPDATE:Customer service was excellent and they replaced under warranty. Hence I increased my rating to 4 stars.You should put the light under the seat.","Reviewed in the United States on May 12, 2020",3 people found this helpful,1,POSITIVE,0.9879751801490784
1.0 out of 5 stars,"The head and tail lights light seemed bright and fully satisfactory for safe riding, but the tail light stopped working altogether before my first ride. I will return it. Haven't decided what to try next, but doa parts worry me so it likely won't be another of these.Also, I noticed the headlight is angled to the left side. Don't know if this is intentional or not, but doesnt seem right.","Reviewed in the United States on March 24, 2020",6 people found this helpful,1,POSITIVE,0.9870396256446838
5.0 out of 5 stars,"The lights are bright with good battery life.  I like the bracket which allows easy removal for recharging.  The rear light is rechargeable and improves visibility greatly.  It is very light weight and charges very quickly.  One suggestion for the manufacturer is to have 2 different brackets available for mounting these.  The one supplied is great for anything large enough for the rubber band to stretch around, but it would be nice to have another that has a rigid clip instead of the rubber band.  That would allow it to be clipped onto pockets or the loop on my seat pack which would prevent it from bouncing around.  The headlight is balanced a little too far forward so if the band is not tight around whatever it is mounting too, it will tend to tilt forward.  Overall a usable and valuable product at a great value.","Reviewed in the United States on May 2, 2020",60 people found this helpful,1,POSITIVE,0.9874876737594604
1.0 out of 5 stars,"The front light just won't charge. I plugged it into my computer overnight and woke up with it still at low battery ( I left the computer on too), which then went out in the next 5 minutes of use. I decided to just plug it into a usual outlet without the computer, and now it won't even turn on. The rear light works fine but the front light is just unreliable and now it has stopped working.","Reviewed in the United States on September 1, 2019",11 people found this helpful,1,POSITIVE,0.9928632378578186
5.0 out of 5 stars,"These lights meet all the qualities of a good bike light...easy-to-install, easy to charge, and certainly seems bright enough. I like that there are different brightness and strobe settings, I like USB charging instead of AAA batteries, and I like how easy it was to install (no tools needed). The only thing I wish it would have would be some indicator of how much battery life is left. I've had these lights installed on my bike for a few months now and rode once in the rain. The lights are still as good as new.UPDATE: I've been using these lights for a number of months and was still satisfied with my purchase. However, I moved the lights to my Mtn bike and during the ride, somehow the front light fell off and I didnt notice it until later. I did find that the front light attachment did not seem too secure as the clip from the light to the mount seemed to not positively engage. I guess the light either worked its way out of the mount due to vibration or I bumped it. Either way, I was sad that the light disappeared. Since I was still satisfied with the ""value"" of the light, I ended up buying another set. This time, I did notice that the front light has a positive 'click' when sliding it into the mount. I guess my first light had a minor manufacturing issue? The other thing I noticed on my first light (before I lost it), was that there is a rubber o-ring around the housing. That o-ring somehow got all stretched out so that it no longer seated tightly into its groove. I took the o-ring off but noticed that it seemed that this rubber gasket is just for aesthetics. the groove it fits into is not a joint as the outer body of the light seemed to be sealed.  I am no 100% sure if that o-ring served a functional purpose, but either way, it no longer fit inside its groove and I removed it. I did not ride in the rain after removing it, so no idea if its removal would create a water-intrusion issue into the light. In any event, this is something I'll keep an eye on for my second light.","Reviewed in the United States on August 11, 2020",2 people found this helpful,1,POSITIVE,0.9901808500289917
1.0 out of 5 stars,"Light does not work unless it’s plugged into the wall.  It shows green as it’s fully charged, but when I unplug it don’t turn on.  If I turn it on whilst it’s still plugged into the wall it worksSeller replaced-  new one works wonderfully!!","Reviewed in the United States on August 8, 2020",6 people found this helpful,1,POSITIVE,0.9898170232772827
